Key,Module,EN,CN,TC,JP,KR,RU,MX,PT,FR,DE,ID,VI,TH,IT
summon.pool_description,summon,"Browse all available characters in the summon pool, organized by rarity",浏览招募池中的所有可用角色，按稀有度组织,瀏覽招募池中的所有可用角色，按稀有度組織,召喚プールのすべての利用可能なキャラクターをレアリティ別に閲覧,소환 풀의 모든 사용 가능한 캐릭터를 희귀도별로 탐색,"Просмотрите всех доступных персонажей в пуле призыва, организованных по редкости","Examina todos los personajes disponibles en el pool de invocación, organizados por rareza",Pool de personagens disponíveis,Description du Pool,Pool-Beschreibung,Pool karakter tersedia,Nhân vật có sẵn trong pool này,ตัวละครที่มีในพูลนี้,"Sfoglia tutti i personaggi disponibili nel pool di evocazione, organizzati per rarità"
summon.profile_error,summon,Profile not loaded. Please try again.,配置文件未加载。请重试。,配置文件未載入。請重試。,プロフィールが読み込まれていません。もう一度お試しください。,프로필이 로드되지 않았습니다. 다시 시도해주세요.,"Профиль не загружен. Пожалуйста, попробуйте снова.","Perfil no cargado. Por favor, intenta de nuevo.",Erro de perfil,Erreur de Profil,Profilfehler,Error profil,Lỗi hồ sơ,ข้อผิดพลาดโปรไฟล์,Profilo non caricato. Riprova.
summon.pulled_count,summon,{count} pulled,已招募{count}个,已招募{count}個,{count}体引いた,{count}개 뽑음,Получено {count},{count} obtenidos,Contagem de Evocações,Nombre d'Invocations,Anzahl Beschwörungen,Jumlah Summon,Số lần triệu hồi,จำนวนที่เรียก,{count} evocati
summon.pulled_times,summon,Pulled {count} time{plural},已招募{count}次,已招募{count}次,{count}回引いた,{count}번 뽑음,Получено {count} раз,Obtenido {count} veces,vezes evocado,fois obtenu,Mal erhalten,kali di-summon,lần triệu hồi,ครั้งเรียก,Evocato {count} volt{plural}
summon.pulls_until_guaranteed_five_star,summon,Pulls until guaranteed 5★,距离保底5★的次数,距離保底5★的次數,5★確定までの引き回数,5★ 보장까지의 횟수,Призывов до гарантированного 5★,Invocaciones hasta 5★ garantizado,Evocações até 5★ Garantido,Invocations jusqu'au 5★ garanti,Beschwörungen bis zum garantierten 5★,Summon hingga 5★ Dijamin,Số lần triệu hồi đến đảm bảo 5 sao,จำนวนครั้งเรียกจนการันตี 5 ดาว,Pull fino al 5★ garantito
summon.rarity_breakdown,summon,Rarity Breakdown,稀有度分布,稀有度分佈,レアリティ内訳,희귀도 분포,Разбивка по Редкости,Desglose por Rareza,Distribuição por Raridade,Répartition par Rareté,Seltenheitsaufschlüsselung,Distribusi Kelangkaan,Phân tích độ hiếm,วิเคราะห์ระดับหายาก,Ripartizione Rarità
summon.rate,summon,{rate}% rate,{rate}%概率,{rate}%機率,{rate}%率,{rate}% 확률,{rate}% шанс,Tasa del {rate}%,Taxa,Taux,Rate,Rate,Tỷ lệ,อัตรา,{rate}% tasso
summon.recent_description,summon,Your latest 10x summon/headhunt results,您最近的10次招募/寻访结果,您最近的10次招募/尋訪結果,あなたの最新の10回召喚/ヘッドハント結果,최신 10회 소환/헤드헌트 결과,Ваши последние результаты 10-кратного призыва/рекрутинга,Tus últimos resultados de 10 invocaciones/reclutamientos,Suas evocações recentes,Vos invocations récentes,Ihre letzten Beschwörungen,Summon terbaru Anda,Triệu hồi gần đây của bạn,การเรียกล่าสุดของคุณ,I tuoi ultimi risultati dell'evocazione/headhunt 10x
summon.recent_summons,summon,Recent Summons,最近的招募,最近的招募,最近の召喚,최근 소환,Недавние Призывы,Invocaciones Recientes,Evocações Recentes,Invocations Récentes,Letzte Beschwörungen,Summon Terbaru,Triệu hồi gần đây,การเรียกล่าสุด,Evocazioni Recenti
summon.record_beaten,summon,New record! Your score of {current} beat your previous best of {previous}!,新纪录！您的得分{current}超越了之前的最佳{previous}！,新紀錄！您的得分{current}超越了之前的最佳{previous}！,新記録！あなたのスコア{current}は以前のベスト{previous}を超えました！,신기록! 점수 {current}가 이전 최고 {previous}를 넘었습니다!,Новый рекорд! Ваш счёт {current} превзошёл предыдущий лучший результат {previous}!,¡Nuevo récord! ¡Tu puntuación de {current} superó tu mejor anterior de {previous}!,Recorde Quebrado!,Record Battu !,Rekord gebrochen!,Rekor Dipecahkan!,Kỷ lục bị phá!,สถิติถูกทำลาย!,Nuovo record! Il tuo punteggio di {current} batte il tuo record precedente di {previous}!
summon.record_holder,summon,RECORD HOLDER,纪录保持者,紀錄保持者,記録保持者,기록 보유자,РЕКОРДСМЕН,POSEEDOR DEL RÉCORD,Detentor do Recorde,Détenteur du Record,Rekordhalter,Pemegang Rekor,Người giữ kỷ lục,ผู้ถือสถิติ,DETENTORE DEL RECORD
summon.reset_confirm,summon,Are you sure you want to reset all your summon/headhunt statistics? This cannot be undone.,您确定要重置所有招募/寻访统计数据吗？此操作无法撤消。,您確定要重置所有招募/尋訪統計資料嗎？此操作無法撤銷。,すべての召喚/ヘッドハント統計をリセットしてもよろしいですか？この操作は元に戻せません。,모든 소환/헤드헌트 통계를 리셋하시겠습니까? 이 작업은 취소할 수 없습니다.,"Вы уверены, что хотите сбросить всю статистику призывов/рекрутинга? Это действие нельзя отменить.",¿Estás seguro de que quieres restablecer todas tus estadísticas de invocación/reclutamiento? Esto no se puede deshacer.,Confirmar Redefinição,Confirmer la Réinitialisation,Zurücksetzen bestätigen,Konfirmasi Reset,Bạn có chắc muốn đặt lại thống kê?,คุณแน่ใจหรือไม่ที่จะรีเซ็ตสถิติ?,Sei sicuro di voler reimpostare tutte le statistiche di evocazione/headhunt? Questa azione non può essere annullata.
summon.reset_stats,summon,Reset All Statistics,重置所有统计,重置所有統計,すべての統計をリセット,모든 통계 리셋,Сбросить Всю Статистику,Restablecer Todas las Estadísticas,Redefinir Estatísticas,Réinitialiser les Stats,Stats zurücksetzen,Reset Statistik,Đặt lại thống kê,รีเซ็ตสถิติ,Reimposta Tutte le Statistiche
summon.reset_warning,summon,This will permanently delete all your summon history,这将永久删除您的所有招募历史,這將永久刪除您的所有招募歷史,これによりすべての召喚履歴が完全に削除されます,모든 소환 기록이 영구적으로 삭제됩니다,Это навсегда удалит всю вашу историю призывов,Esto eliminará permanentemente todo tu historial de invocaciones,Isso excluirá todo seu histórico,Cette action est irréversible,Diese Aktion kann nicht rückgängig gemacht werden,Ini akan menghapus semua riwayat Anda,Điều này sẽ xóa tất cả lịch sử triệu hồi,การดำเนินการนี้จะลบประวัติการเรียกทั้งหมด,Questo eliminerà permanentemente tutta la cronologia evocazioni
summon.result_preview,summon,Summon/Headhunt result preview,招募/寻访结果预览,招募/尋訪結果預覽,召喚/ヘッドハント結果プレビュー,소환/헤드헌트 결과 미리보기,Предпросмотр результата призыва/рекрутинга,Vista previa de resultado de invocación/reclutamiento,Prévia do Resultado,Aperçu du Résultat,Ergebnisvorschau,Pratinjau Hasil,Xem trước kết quả,ตัวอย่างผลลัพธ์,Anteprima risultato evocazione/headhunt
summon.session_preview,summon,Summon/Headhunt session preview,招募/寻访会话预览,招募/尋訪會話預覽,召喚/ヘッドハントセッションプレビュー,소환/헤드헌트 세션 미리보기,Предпросмотр сессии призыва/рекрутинга,Vista previa de sesión de invocación/reclutamiento,Prévia da Sessão,Aperçu de Session,Sitzungsvorschau,Pratinjau Sesi,Xem trước phiên,ตัวอย่างเซสชั่น,Anteprima sessione evocazione/headhunt
summon.share_result,summon,Share Your Summon/Headhunt,分享您的招募/寻访结果,分享您的招募/尋訪結果,召喚/ヘッドハント結果を共有,소환/헤드헌트 결과 공유,Поделиться Результатом Призыва/Рекрутинга,Compartir tu Resultado de Invocación/Reclutamiento,Compartilhar Resultado,Partager le Résultat,Ergebnis teilen,Bagikan Hasil,Chia sẻ kết quả,แชร์ผลลัพธ์,Condividi la Tua Evocazione/Headhunt
summon.share_session,summon,Share Summon/Headhunt Session,分享招募/寻访会话,分享招募/尋訪會話,召喚/ヘッドハントセッションを共有,소환/헤드헌트 세션 공유,Поделиться Сессией Призыва/Рекрутинга,Compartir Sesión de Invocación/Reclutamiento,Compartilhar Sessão,Partager la Session,Sitzung teilen,Bagikan Sesi,Chia sẻ phiên,แชร์เซสชั่น,Condividi Sessione Evocazione/Headhunt
summon.six_star_rate,summon,6★ Rate,6★掉落率,6★掉落率,6★レート,6★ 확률,Шанс 6★,Tasa 6★,Taxa de 6★,Taux 6★,6★-Rate,Rate 6★,Tỷ lệ 6 sao,อัตรา 6 ดาว,Tasso 6★
summon.six_star_resets_counter,summon,Getting a 6★ also resets this counter,获得6★也会重置此计数器,獲得6★也會重置此計數器,6★を獲得するとこのカウンターもリセット,6★를 획득하면 이 카운터도 리셋,Получение 6★ также сбрасывает этот счётчик,Obtener un 6★ también reinicia este contador,6★ Reseta Contador,Un 6★ réinitialise le compteur,Ein 6★ setzt den Zähler zurück,6★ Reset Counter,6 sao đặt lại bộ đếm,6 ดาวรีเซ็ตตัวนับ,Ottenere un 6★ resetta anche questo contatore
summon.six_stars_count,summon,{count} six-stars,{count}个六星,{count}個六星,{count}体の六星,{count}개의 6성,{count} шестизвёздных,{count} seis estrellas,Contagem de 6★,Nombre de 6★,Anzahl 6★,Jumlah 6★,Số 6 sao,จำนวน 6 ดาว,{count} sei stelle
summon.slightly_unlucky,summon,Slightly Unlucky,有点倒霉,有點倒霉,ちょっと不運,약간 운이 나쁨,Немного Невезучий,Un Poco Desafortunado,Levemente Azarado,Légèrement Malchanceux,Leicht unglücklich,Sedikit Sial,Hơi xui,เคราะห์เล็กน้อย,Leggermente Sfortunato
summon.slightly_unlucky_title,summon,Things could be better...,情况可以更好...,情況可以更好...,もっと良くなる可能性があります...,더 나아질 수 있습니다...,Могло быть и лучше...,Las cosas podrían ser mejores...,Levemente Azarado,Pas de Chance,Pech,Sedikit Sial,Hơi xui,เคราะห์เล็กน้อย,Le cose potrebbero andare meglio...
summon.star_characters,summon,{rarity}-Star Characters,{rarity}星角色,{rarity}星角色,{rarity}星キャラクター,{rarity}성 캐릭터,{rarity}-Звёздные Персонажи,Personajes de {rarity} Estrellas,Personagens Estrela,Personnages Étoilés,Stern-Charaktere,Karakter Bintang,Nhân vật sao,ตัวละครดาว,Personaggi {rarity} Stelle
summon.stats_description,summon,Track your gacha journey and see how lucky you are!,追踪您的抽卡之旅，看看您有多幸运！,追蹤您的抽卡之旅，看看您有多幸運！,あなたのガチャの旅を追跡し、どれだけラッキーか見てみよう！,가챠 여정을 추적하고 얼마나 운이 좋은지 확인하세요!,"Отслеживайте свой путь в гаче и узнайте, насколько вам везёт!",¡Rastrea tu viaje en el gacha y ve qué tan afortunado eres!,Suas estatísticas de evocação,Suivez vos statistiques d'invocation,Verfolgen Sie Ihre Beschwörungsstatistiken,Statistik summon Anda,Thống kê và lịch sử triệu hồi của bạn,สถิติและประวัติการเรียกของคุณ,Traccia il tuo viaggio gacha e scopri quanto sei fortunato!
